datetime,open,high,low,close,trend_identified,event
2025-04-02 15:28:02,562.97,562.97,562.94,562.955,,
2025-04-02 15:28:05,562.96,562.987,562.91,562.94,,
2025-04-02 15:28:08,562.93,562.99,562.93,562.97,,
2025-04-02 15:28:11,562.97,563.06,562.9401,563.0501,,
2025-04-02 15:28:14,563.046,563.06,562.98,563.0,,
2025-04-02 15:28:17,563.0,563.0603,562.98,563.04,,
2025-04-02 15:28:20,563.03,563.05,563.025,563.045,,
2025-04-02 15:28:23,563.04,563.17,562.6671,563.1459,,
2025-04-02 15:28:26,563.1478,563.15,563.09,563.12,,
2025-04-02 15:28:29,563.1276,563.145,563.1,563.12,,
2025-04-02 15:28:32,563.1,563.15,563.09,563.15,,
2025-04-02 15:28:35,562.9564,563.17,562.9564,563.1527,,
2025-04-02 15:28:38,563.145,563.17,563.14,563.15,,
2025-04-02 15:28:41,563.14,563.2,563.13,563.1848,,
2025-04-02 15:28:44,563.2,563.29,563.2,563.25,,
2025-04-02 15:28:47,563.24,563.29,563.21,563.2703,,
2025-04-02 15:28:50,563.29,563.295,563.1863,563.258,,
2025-04-02 15:28:53,563.26,563.32,563.26,563.3193,,
2025-04-02 15:28:56,563.315,563.37,562.7585,563.3482,,
2025-04-02 15:28:59,563.36,563.3702,563.0331,563.33,,
2025-04-02 15:29:02,563.33,563.33,562.7779,563.29,,
2025-04-02 15:29:05,563.29,563.32,563.25,563.32,,
2025-04-02 15:29:08,563.2662,563.38,563.2662,563.36,,
2025-04-02 15:29:11,563.361,563.361,562.7593,563.3131,,
2025-04-02 15:29:14,563.32,563.32,563.295,563.295,,
2025-04-02 15:29:17,563.295,563.295,562.5031,562.5031,,
2025-04-02 15:29:20,563.19,563.2967,563.0,563.161,,
2025-04-02 15:29:23,563.175,563.24,563.1612,563.22,,
2025-04-02 15:29:26,563.21,563.2699,563.17,563.2699,,
2025-04-02 15:29:29,563.24,563.31,563.24,563.29,,
2025-04-02 15:29:32,563.3,563.3,562.9498,563.17,,
2025-04-02 15:29:35,563.18,563.23,563.14,563.2161,,
2025-04-02 15:29:38,563.2141,563.24,563.19,563.21,,
2025-04-02 15:29:41,563.21,563.263652,563.18,563.18,,
2025-04-02 15:29:44,563.1798,563.26,563.16,563.235,,
2025-04-02 15:29:47,563.23,563.2398,563.09,563.105,,
2025-04-02 15:29:50,563.1,563.1099,563.05,563.07,,
